0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
130,0,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0,0
142,0,0
143,0,0
144,0,0
145,0,0
146,0,0
147,0,0
148,0,0
149,0,0
150,0,0
151,0,0
152,0,0
153,0,0
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
160,0,0
161,0,0
162,0,0
163,0,0
164,0,0
165,0,0
166,0,0
167,0,0
168,0,0
169,0,0
170,0,0
171,0,0
172,0,0
173,0,0
174,0,0
175,0,0
176,0,0
177,0,0
178,0,0
179,0,0
180,0,0
181,0,0
182,0,0
183,0,0
184,0,0
185,0,0
186,0,0
187,0,0
188,0,0
189,0,0
190,0,0
191,0,0
192,0,0
193,0,0
194,0,0
195,0,0
196,0,0
197,0,0
198,0,0
199,0,0
200,0,1
201,0,2
202,0,3
203,0,4
204,0,5
205,0,6
206,0,7
207,0,8
208,0,9
209,0,10
210,0,11
211,0,12
212,0,13
213,0,14
214,0,15
215,0,16
216,0,17
217,0,18
218,0,19
219,0,20
220,0,21
221,0,22
222,0,23
223,0,24
224,0,25
225,0,26
226,0,27
227,0,28
228,-1,29
229,-1,30
230,-1,31
231,-1,32
232,-1,33
233,-1,34
234,-1,35
235,-1,36
236,-1,37
237,-1,38
238,-1,39
239,-1,40
240,-2,41
241,-2,42
242,-2,43
243,-3,44
244,-3,45
245,-4,46
246,-5,47
247,-5,48
248,-7,49
249,-8,50
250,-9,51
251,-11,52
252,-13,53
253,-15,54
254,-16,55
255,-17,56
256,-18,57
257,-19,58
258,-20,59
259,-21,60
260,-22,61
261,-22,62
262,-24,63
263,-25,64
264,-25,65
265,-27,66
266,-29,67
267,-30,68
268,-32,69
269,-34,70
270,-37,71
271,-41,72
272,-47,73
273,-51,74
274,-60,75
275,-70,76
276,-77,77
277,-84,78
278,-90,79
279,-101,80
280,-114,81
281,-131,82
282,-150,83
283,-171,84
284,-192,85
285,-213,86
286,-239,87
287,-264,88
288,-292,89
289,-322,90
290,-354,91
291,-388,92
292,-426,93
293,-461,94
294,-504,95
295,-545,96
296,-593,97
297,-645,98
298,-700,99
299,-757,100
300,-817,101
301,-873,102
302,-937,103
303,-1003,104
304,-1071,105
305,-1143,106
306,-1213,107
307,-1287,108
308,-1359,109
309,-1436,110
310,-1516,111
311,-1598,112
312,-1682,113
313,-1769,114
314,-1857,115
315,-1947,116
316,-2035,117
317,-2130,118
318,-2225,119
319,-2322,120
320,-2416,121
321,-2514,122
322,-2612,123
323,-2713,124
324,-2817,125
325,-2921,126
326,-3028,127
327,-3133,128
328,-3241,129
329,-3350,130
330,-3461,131
331,-3574,132
332,-3688,133
333,-3805,134
334,-3921,135
335,-4040,136
336,-4160,137
337,-4280,138
338,-4401,139
339,-4523,140
340,-4647,141
341,-4773,142
342,-4900,143
343,-5027,144
344,-5155,145
345,-5286,146
346,-5418,147
347,-5551,148
348,-5684,149
349,-5818,150
350,-5956,151
351,-6096,152
352,-6238,153
353,-6377,154
354,-6520,155
355,-6663,156
356,-6808,157
357,-6955,158
358,-7103,159
359,-7251,160
360,-7401,161
361,-7551,162
362,-7700,163
363,-7851,164
364,-8005,165
365,-8157,166
366,-8311,167
367,-8467,168
368,-8623,169
369,-8780,170
370,-8940,171
371,-9099,172
372,-9256,173
373,-9417,174
374,-9578,175
375,-9739,176
376,-9903,177
377,-10066,178
378,-10230,179
379,-10395,180
380,-10557,181
381,-10722,182
382,-10890,183
383,-11057,184
384,-11225,185
385,-11392,186
386,-11560,187
387,-11731,188
388,-11902,189
389,-12073,190
390,-12245,191
391,-12416,192
392,-12588,193
393,-12763,194
394,-12936,195
395,-13111,196
396,-13289,197
397,-13465,198
398,-13644,199
399,-13822,200
400,-14002,201
401,-14183,202
402,-14364,203
403,-14545,204
404,-14730,205
405,-14911,206
406,-15094,207
407,-15276,208
408,-15459,209
409,-15642,210
410,-15828,211
411,-16013,212
412,-16200,213
413,-16384,214
414,-16570,215
415,-16758,216
416,-16946,217
417,-17136,218
418,-17323,219
419,-17513,220
420,-17702,221
421,-17892,222
422,-18082,223
423,-18272,224
424,-18464,225
425,-18654,226
426,-18845,227
427,-19039,228
428,-19232,229
429,-19425,230
430,-19618,231
431,-19812,232
432,-20007,233
433,-20202,234
434,-20398,235
435,-20597,236
436,-20795,237
437,-20994,238
438,-21193,239
439,-21392,240
440,-21592,241
441,-21792,242
442,-21996,243
443,-22195,244
444,-22395,245
445,-22595,246
446,-22798,247
447,-23001,248
448,-23205,249
449,-23409,250
